Movie_Title,Storyline
Deviant,"In a remote clinic that was supposed to be a way out, terror awaits instead: doctors and nurses who don't hesitate to torment, leading to a deadly chase to survive the long night."
bUMS,An ex-couple are both set to inherit a lot of money if they can spend the week together in a remote cabin getaway.
Abiding Nowhere,The story of a pregnant 14-year-old girl living in a Dominican sugar plantation.
Rock,Three friends who set out on a quest for revenge from their peaceful village to Mexico City after losing everyone they love in a brutal drug-related massacre.
Tanz der Toten,Ray's arrival at a bunker disrupts Major Cross's team guarding a captured vampire queen. His presence tests loyalties as medical officer Starling and scientist Davis face decisions that could determine humanity's fate in the apocalypse.
Sincerely Yours,"In order to avoid the resurrection of the demon, the immortal Bai Zihua led the immortal world to try to seal the demon again. He and his disciple, the orphan Hua Qiangu, develop a relationship, but face an even greater world crisis."
Diane von Furstenberg: Woman in Charge,"Benny goes on the search for his missing twin sister and ends up in Abbeville, a small town with dark secrets and a witch named Huggin Molly."
La Falla,"A child psychologist discovers a connection between a heart transplant recipient's recurring nightmare and a shocking crime, leading her to confront a killer and seek justice for the victim."
Trope,"In pursuit of professional success, Sophie left her personal life barren. As her high school reunion approaches, she feels compelled to present a successful image of her life and hires a stranger to play the role of her husband. However, as time passes and their 'relationship' continues, their connection starts to feel less like an act and more like reality.."
Sucho,"A popular female vlogger realizes too late that sharing her life online has, along with some perks, terrible downsides as well. In her constant search for validation, the answer she seeks may just be by simply facing the real world head-on. To add to her rather uneventful life as a social media manager for a company that sells beauty products made in Korea, FATIMA REGALA compensates by being a somewhat famous vlogger."
Pavi Caretaker,"A family of five heads to their vacation home for their annual getaway from the city, only to discover unexpected visitors have taken over their property."
Thankamani,A romantic encounter at work turns worrisome as a relationship with a once-charming customer begins to reveal a hidden world of lies and secrets.
Riviera,"After his master's death, Pulao searches for a golden hoop's heir. With a playful monkey named Kong and brave girl Nuwa, they form an unlikely team on a mission to save her people in Ruibo City, despite their inexperience."
Después,"A secret of turning flesh into glass breaks down _____'s reality when she trips in the BBQ Salon, busting rusting immortal goop onto the faces of herself, Movie Star, and Character Name. Blasts party murder of self inflicting wads of death are in the agenda after a green amulet confusion, forever, until the wood chipper reveals the dusty trick. But who are these men with Gartan Galtar and why do they dance so preciously?"
Double Blended,Delves into Joran van der Sloot's lifelong pattern of violence and pathological lying through rare interviews and new insights years after he brutally murdered American Natalee Holloway and Peruvian Stephany Flores.
Torture the Flesh,"Grey is a flamboyant and charming twink, and his longtime best friend is Jonas, a heartthrob with a masculine appeal. While Jonas effortlessly navigates the gay dating scene, Grey struggles to find love."
IC9,"After the unexpected death of a close friend, Kristina (Nicole O'Neill) returns to her hometown looking for answers only to unearth a string of dark secrets. She soon realizes her life is also in danger the closer she gets to the truth."
La Familia,The film tells the story of the wrestling gold era of Puerto Rico. From the beginning to the End.
Powder Pup,"On the Sundarban Bali Island, over 500 people have been killed in attacks by tigers and crocodiles over the past 15 years. The widows of those men are called ""Baagh-vidhvas"" and have been allocated an entire portion of village separate for them. Intricacies of the lives of the Tiger Widows and power struggle that resides in the dense jungle of Sundarbans is the plot of this film. The very different rural lifestyle is the soul of Bonbibi."
Black Magic Baby,"A new version of William Shakespeare's classic ""Romeo and Juliet"" in which Romeo, an expert skater, is enthralled by Julia, a Roma girl who seeks freedom from her background."
Mother Mother,"When students and professors alike advocate for just causes, they are typically celebrated. Not so in the case of Palestine. This doc examines why."
Rhapsody in Justice,"A group of friends get together for the annual Halloween party, but are interrupted by mysterious visitors."
Mia,A man and wife must take on dangerous force which threatens to destroy their lives.
Wishbone,"Petthaperumal and Paandi, a happily married couple, who are pressured to conceive a baby, and how this affects their bond."
Kral Sakir: Devler Uyandi,"Dunya Varmis begins 24 hours before a deadly pandemic threatens to wipe out all life on Earth. A secret organization known as ""The Ancients,"" possessing knowledge of future events, constructs a hidden sanctuary for a select group of individuals to survive the impending apocalypse. As the chosen ones gather in the sanctuary, disguised as a luxurious hotel, they face days filled with suspense, intrigue, and unexpected revelations."
"Mr. Johnston, Don't Torment Her",The romantic reunion of Ben Santhanaraj and Suzanne Hopper is thwarted when Suzanne's boss asks her to work during their holiday road trip.
Polar,"On the night of her scheduled execution, Mia tells her story to police detectives of how she went from internet influencer to serial killer. With the clock ticking, Mia plays a game of cat and mouse as the detectives try to discover the name of her accomplice before time runs out."
Sword of God,The Andromeda saga continues as a space marine tracks down a secret weapon that can help save a dying galaxy.
Members Club,"A story of forbidden love, all American boy meets Muslim girl with a compelling twist."
Behuli from Meghauli,Future Only 100% Bad souls existed in earth
Strike: An Uncivil War,"Life does not spoil the wayward stove-maker Agniya - she lives in the Far North in a dilapidated, poorly heated house, fishes in an ice hole and raises her son alone. Seasonal work does not make it possible to save up for new housing, and the local head of administration Boris is in no hurry to resettle people. Having agreed to Boris proposal to build a stove in his hut, Agniya gradually falls in love with him, but in the end uses him to achieve her main goal - to move to a new apartment. And he does it in a very unusual way."
Turning,"Marianne, an archaeologist, picks up her late mother's research and becomes obsessed with the Fanum Voltumnae, an ancient Etruscan sacred site. As she investigates, she grapples with inner turmoil and her love for scientist Elisabetta."
On Saniye,"A man's romance with an enigmatic woman leads him down a dark path as he faces terrifying events, vanishings, and heartbreak while urgently trying to uncover her true nature in this eerie Telugu fantasy romance."
La mitad de Ana,"A lawyer travels to the south of Spain with her friends for a wine tour, but not everything goes according to plan. She meets her ex-partner by surprise."
Purgatory Station,"Ion Meda, a senator "" all-knowing "" who goes to a small provincial town (Targu Mic!) to ensure the success of an auction. There he has to face, with or without quotes, several opponents: the mayor, the local press ."
Turkish Tharkkam,Records the highs and lows of a season that came close to winning the championship. Chronicles the 40-year love affair between a struggling blue-collar city and a perfectly matched blue-collar team.
Deeper,"On the same day as two terrorist attacks in Copenhagen, the newspaper owner and editor-in-chief of the 'Copenhagen Daily News', is trying to figure out how to save his family legacy."
Osaka,"Scientists investigate the threat of microplastics in human bodies. Journalist visits labs and undergoes testing to find plastic in home, food and body."
J Loop,"Oom has no papers or formal training but is good at caring for the elderly and disabled. When his situation as a caregiver in the mountains becomes too much for him, he has to choose between survival or dignity."
Songs of Slow Burning Earth,"A chilling silence follows a girl's disappearance in a haunted forest. Prompting her brother to brave the dark woods, he unveils the secrets that lurk beneath, and a chilling mystery awaits."
Permafrost,"Brother and sister, Daphnis and Chloe Waterspoon are wealthy art collectors who live together in the New York City area. They share an ugly and brutal hobby-they lure unknowing people into sex and then murder them."
Bro Code,The Purple Pie Place is a seasonal business that started in 1981. This is their 2022 season.
The Umesh Chronicles,"Irene is a lonely ornithologist in her 50s who, during a secret research mission in the Brazilian Rainforest, embarks on a sensory journey to reclaim her desires, facing her dilemmas that confront the illegal trafficking of wild birds."
Aliens Return,"A young woman finds a way to resurrect the lover she lost to suicide, with devastating, unforeseen consequences."
The Reserve,"Ali, an amateur actor, gets caught up in a bizarre situation after he posts a compromising selfie on social media. The photo captures Sam with his mistress, Ibtissam. To protect Sam, Ali is asked to pose as her lover. Tricked into believing he is auditioning for a film, Ali agrees to take on the ""role."" But Ibtissam is kidnapped by a gang, plunging Ali and his friends into a dangerous adventure."
Mukidi,"The four disciples of Sun Wukong arrive at the Lion Camel Ridge and encounter the Lion Monster, Elephant Monster, and Dapeng Monster. Tang Monk falls into the trap of the demon in order to influence it, but ends up with a flaw."
Just a Couple of Days,"Apartheid may have fallen, but its shadow still lingers. A definitive documentary on one of history's most brutal regimes, revealing how its dark legacy continues to shape the nation today. (2025 OSCARS® Longlist: Documentary Feature)"
My Redneck Neighbor: Chapter 2 - Let the Games Begin,"Anna is independent and principled, she uses a wheelchair, but does not stop in the face of difficulties, inspires others and always relies only on herself. While working as a psychologist in a rehabilitation center, she meets young Maksim, who has just gotten a job at a social center. Maksim was raised by his grandmother. Young, frivolous and irresponsible. This acquaintance will forever change both the fate of the heroes and their worldview."
Christmas Balls,"The small town of Forrest Lakes faces terrifying incidents linked to the legend of a bullied child's vengeful spirit, exacting revenge on the camp where he was killed years ago."
Who Killed Terrance Brown?,A lonely young man introduces his new girlfriend to his parents and they immediately hate her for no reason.
The Redemption of Sin,"The world has changed, the human and vampire races live together on a daily basis. The blood that vampires drink is artificial. They no longer go out hunting and their blood becomes precious because it preserves human life for much longer."
Henry Fonda for President,"Willing to do anything for money and fame, Lucky and Billie fake their love and eventually become a real couple, willing to sacrifice their dreams of success for real love and real life music."
Lolipop Gang,"Kathryn Joy was 3 months old when their father killed their mother. He served just 22 months and by age four, Kathryn was back living with him in the house he killed their mother in, with little knowledge of what happened."
Blur: Live at Wembley Stadium,A nationally renowned therapist explores the passions and erotic boundaries of her clients while coping with personal demons of her own.
Concepción,"Explores Ilana Glazer's high school experiences, tackling life's realities, and her journey as an unconventional mother who uses marijuana."
Ebony Hustle 2: Ballistic Protection,"To save her job, a school teacher travels to the south of Bhutan in search of her doppelganger."
Moshimo Tokugawa Ieyasu Ga Souridaijin Ni Nattara,"Passionate about sailing, Jean-Paul passes a difficult pass. He accumulates debts and moves away from his own. Determined to take his life into his own hands, he enrolled in Virtual Regatta the virtual race of the Vendée Globe. He puts himself in the conditions of a real skipper by insulating himself for 3 months on his boat in his garden - This trip like no other, will allow him to reconnect with his family but above all with himself."
Witches' Well,"Valdis returns after 20 years, his memory restored, but his hometown transformed. Despite the changes, his friends Märt and Ott guide him through rediscovering life's joys in this time-lapse comedy-drama."
Lightscape,"Scientists use nanotechnology to shrink a shark, which is injected into a person to cure a rare blood disorder. When the shark does more harm than good, a team of adventurers enters the bloodstream to kill the smallest shark ever."
A Grand Mockery,"A group of friends find themselves stranded in an island village during the three days it's believed to be haunted by vengeful spirits, forcing them to confront the dark secrets behind the village's eerie traditions"
Shannon Matthews the Musical the Movie,"This world-renowned institution is where legends jam, and find inspiration. This documentary chronicles the shop's unique spirit, as Norman Harris, its beloved founder, faces retirement, marking a turning point for this cultural haven."
Chris Bumstead's the Raw Story,"In the midst of the war in Gaza during the Second Intifada in 2003, two boys, one Palestinian and one Israeli, along with a former surfing champion, form a friendship united by the love of water and learn from each other."
Cidade; Campo,Marcin is an egocentric actor who has to face the unexpected breakdown of a long-term relationship. During three different stage performances fantasy mixes with the prose of the life of a separating couple.
The Devil and Red Wine,"Eid, a young man from Rahat, was sexually assaulted as a child and dreams of creating theater. When his parents arrange his marriage against his will, he fights for his freedom and dreams within Bedouin society."
Horizonte,Riya is a widow who lost her husband and daughter became insane. For years she was alone in one place waiting for revenge.
Preminchoddu : Don't Love,A retired all female heist crew is reactivated after 16yrs when the partner who took the fall is released from prison.
Wanderer,Movie explores the mother-daughter relations as well as an and IVF journey.
Grüsse vom Mars,"Follows the life and career of Madame Durocher, first woman to be accepted in the Brazilian Medical Academy."
Not My Day,"Elena dreams being a model but in her attempt to achieve it she meets Christofer a renowned photographer who seems to be her path to success, he meets her to a photoshoot, after meeting she begins to feel suspicious of something bad."
Spring Garden,"Investigates toxic chemicals that have sparked an international health and environmental catastrophe, and examines a decades-long battle between some of the world's largest chemical companies and the contaminated communities fighting for"
Lagan Special,Follows a modest middle-aged man who's neighborhood's peace is disrupted when a gang of menacing neighbors take over the street.
The Omicron Killer,A teen rebel and a runaway bride meet up as strangers in Amsterdam and form an unlikely bond.
Beyond the Tree Line,"A local club promoter in Rochester, New York defies the orders of his boss and attempts to open up his own club."
Amityville AI,"Sava, her mother and little brother live in a skyscraper in Belgrade. That normal life is interrupted by the bombing of Serbia. A shelter becomes his new home and Milica, the daughter of the priest he is in love with, leaves the country."
Musafiraa,"An actor with an illustrious career decides to write, direct, and act in a film that will inevitably bring him closer to his own demise before revealing that his truth may actually be far from what he has become."
Jolly O Gymkhana,"An in-depth look at the world's biggest MMA organisation, the UFC. With international stars like, Leon Edwards, Tom Aspinall and Ilia Topuria, we look at how the company grew from an idea to a $21 billion enterprise"
Chithini,"Self-centered Solomon Lynch takes a journey through his past, present, and future. But it takes more than Christmas spirit to set things right in this story of hope, faith, and redemption."
The Girl in the Trunk,"In the summer of 2005, two children living in a small town embark on a difficult journey from Samsun/Ladik to Istanbul to reach the movie star Meryem, whom Alper falls in love with."
The Sweet Life,"Alex and Maria, two yuppies, are planning a baby. But this is not simple, because the two are crushed by jobs and daily stress. Desperate, they hire a surrogate mother."
Dying to Love You,"In the wake of cancel culture, an actor flees to Florida and finds an unexpected refuge and redemption in the company of a divorced woman."
Murderfest,"A dark and reserved look into the working of a state run psychiatric hospital, following the patients and the staff that cares for them. A place no one wants to admit exists."
Mr. Sandman,"A documentary on transidentity in Israel, in which several transgender people talk about their life. The title refers to an urban legend about a young trans woman who reportedly fled Gaza for Tel Aviv."
Evil Among Us: The Grim Sleeper,An aspiring filmmaker documents a road trip with his girlfriend but discovers he's not the only one filming them.
Cold Betrayal,"A talented young music artist is presented with a life changing opportunity. As he attempts to take steps towards his future, inner-city trappings and his past are holding him back. Will he be strong enough to make it out?"
Stray Bodies,"In a world of free-flying souls, three young adults navigate between reality and the astral plane. Moving souls across timelines is forbidden, and breaking this law brings serious consequences."
Daye: Seret ahl el Daye,A quadriplegic woman undergoes unusual treatment to regain her mobility and also gain other skills.
Warrior Awang and Master Tok Gajah,"When a popular influencer gets kidnapped and held for ransom, she grips the media's attention by helping the criminals rob luxurious mansions."
Lie Zhan,"When the god Eracles learns of his forced resignation from the Great God Council; he becomes highly irate, corrupt, and more powerful. Little do his peers know that this one action would lead into a great amount of many crazy acts to follow, mainly a great war between planets, realms, and other secret places. Meet Mr. Blue Shirt, he is one of the main products of creation by Eracles, now known as the Story-Teller. Mr. Blue Shirt was simply created from a basic written thought from the ST, as were many others. These fictional characters are born into reality and really aren't so 'fictional' after all. What happens when you place one of these characters onto a real, unwritten planet? A major problem. The ruler of Earth, a god, not known by its inhabitants as Holy, but just simply as God, sees this as a major conflict."
The Shepherd Code,"A 17-year-old girl adopted from Ethiopia leads a racial justice march in her small, conservative town, igniting a fierce cultural battle that divides friends, families and church members."
Diving Into the Darkness,"Håkan Bråkan wants a pet, but he has to show that he really is responsible enough. First - a week at a scout Jamboree without causing chaos? But there are thieves and he finds a treasure map to dangerous caves. Can he go for the adventure?"
To Love and to Cherish,"In the midst of the hustle and bustle of Bogor, Sara, a shy and simple Solo girl, starts a new chapter in her life by changing schools in this cool city."
Phil Herman's Unearthed,"A haunting tip prompts a Los Angeles Times reporter to discover that as many as half a million barrels of toxic waste had been dumped into the ocean, just off the coast of Southern California."
The Great Gujarati Matrimony,"After parting from her girl group, a singer finds both fame and danger after capturing the attention of a powerful but mysterious record label exec."
Anemone,"Sentinelese boy adrift, rescued by Burmese slave on Thai poaching vessel stranded near North Sentinel Island. Poachers trapped, Indian coast guard approaching as tribe threatens. Time running out to escape territorial waters."
Bed & Breakfast,"LKF3 returns to the original story of LKF1. Bonzo earns his yellow belt and takes on a mission to flaunt his new skills. Meanwhile, the film traces the childhood of Dulu, Tansen, and Koku and the bond they share with their school teacher."
"Enescu, Skinned Alive","Greice, a 21 year old Brazilian girl, studies at Fine Arts university in Lisbon. In the early days of summer, she gets involved with the mysterious guy: Afonso. The couple is accused for a strange accident that occurs at the students welcoming night party. Greice needs to return to Fortaleza, her hometown, to renew his residence permit. Hidden in a hotel, while preventing her mother from discovering the problems in which she was involved and with the help of some friends, Greice tries to find a place of comfort in the world."
The Past Comes Knocking,"In 1932, Albert Einstein was invited by the League of Nations to write a letter to a person of his choice on a subject of his choosing. He decided to ask Sigmund Freud about how to prevent war."
Pride,"Off the heels of ""Surge of Dawn"" delving further into the devious activities of The Council, Surge has his next team up with guest superhero, The Smoke. Audiences are already familiar with Surge, Omen, MAVIS, Will E. Bee and some members of The Council from previous ""Surge of Power"" movies, but who is Falling Apple and what is her role in The Council's evil scheme? Struggling from a lifetime of trauma, Falling Apple has discarded her civilian life as Chai Appuru for a gritty life full of anger and resentment as she seeks to exact revenge on those she believes killed her father when she was a child, putting the entire Chicago area in peril. Is Falling Apple's agenda aligned with The Council's goals? Watch as Omen guides Surge in recruiting more ""champions"" to form a superhero team to face The Council's threat."
Tumbal Darah,"A shy teenage girl heads to a house party-but you decide what happens next. In this interactive A24-style drama, one night, one pill, and one choice could change everything."
Inheritance to Love,"A wave of kaiju emerges from an industrial area in Tokyo, prompting Captain Gento and the Special Kaiju Reaction Detachment (SKaRD) to engage in the relentless battle. Yet despite their efforts, the endless kaiju attack continues. Suspecting a link to Necromass Co., an advanced chemical company that researches kaiju carcasses and owns factories in the industrial area where the monsters came from, SKaRD rushes to the company's CEO and renowned chemist, Dr. Mabuse. At Necromass Co.'s research facility, Dr. Mabuse explains the development of the damudoxin, a substance on the brink of achieving immortality. Meanwhile, Alien Damuno, who claims themselves as the ""ruler of the universe"" appears. Chaos ensues when damudoxin leaks from the destroyed tanks, consuming samples of kaiju carcasses and giving rise to the giant Gongilgan, the Demonic Carcass. Set in Tokyo, the capital of Japan, Ultraman Blazar and SKaRD clash in a showdown against the giant kaiju!."
Sugar Island,A team of disappointed restaurant employees plans and takes revenge on their violent boss.
El Jardin aka: Narco Killer,"A secret agent, forced to live anonymously, encounters a woman in debt. Against his detached lifestyle, he befriends her while rescuing a pup, sparking a journey to help with her financial troubles."
Fangs Out: Blood Apocalypse,"Grumpy mechanic falls for famous actress. While trying to fix her car, he's forced to confront his childhood rival to obtain needed parts, pushing him far outside his comfort zone."
The Journey of Flower,"Set in the beautiful and romantic city of Lisbon, the love story between a shy Brazilian man and a fearless Portuguese woman is haunted by stories from their past."
Huggin Molly,"An undercover detective falls for Rose while investigating an Atlanta drug cartel, unaware she's their trap. As feelings grow, he must decide to trust or arrest her, knowing his choice could be fatal."
The Memory in My Heart,"The Donn of Tiki attempts to separate fact from exaggeration to tell Don the Beachcomber's incredulous life story, along with how he inadvertently created the Tiki subculture."
Rent a Boyfriend,"A group of teenagers camping in a remote town encounter a deranged killer known as The Chainsaw Man, who wears a human flesh mask and wields a blood-soaked chainsaw."
Girl Online,"In Pattaya, a deadly game of cat and mouse takes place in which the protagonist 'Tot' finds himself involved with a threatening mafia gang, against the background of the dark side of the city."
La quinta,A group of young people's trip to a remote villa takes a nasty turn after they encounter a obscure ancient cult.
What's Done After Dark,"After inheriting a pygmy slow loris from her long-estranged husband, a woman clings to dwindling ties to her past while her niece prepares for her wedding and worries about the future."
Monkey King: The Beginning,"Fifty years ago, minority communities faced discrimination. In L.A., leaders established a community bank, aiming to deliver the American dream. This marked a journey mirroring Asian American experiences."
Busted Babies,"Manu, an artist, is on a mission to get noticed again after advanced printing technology shows up and steals his spotlight. He's trying out modern tricks to be more efficient. Will he make it?"
Pathological: The Lies of Joran van der Sloot,Professor Kingori explores Kenya's essay mills supplying work for students globally. Thousands of educated but underemployed Kenyans earn from this billion-dollar industry undermining education's integrity.
Pretty Boys,Four girls return home to a ghost town but find themselves being followed. By someone who knows what they did? Or just their guilty conscience? There's more to each girl than meets the eye.
I Saw Black Clouds,"Follows Yoji, a divorced and demoted Japanese man who chooses to head to Manila. He believes that nobody is lonely in the Philippines."
Las super estrellas de la lucha libre,"Isolated in London, Ryan believes the criminal underworld is monitoring him. Seeking his brother James' help, they uncover a bigger conspiracy and are pursued by corrupt authorities when James is framed for a serious crime."
Bonbibi,Heartwarming documentary about the lengths filmmakers went to in order to produce and shoot the critically acclaimed film 12th Fail (2023). A gentle and light-hearted tale of perseverance in the face of repeated setbacks.
Wrooklyn Zoo,"An associate of Ram Dass, East Forest explores how music and psychedelics can facilitate transformative healing through the blending of shamanistic practices with guided psychedelic experiences."
The Palestine Exception,"Tiara is an up and coming social media influencer who just went viral after posting a video of a fallout between her and a man she was dating. In an attempt to keep up her social media momentum, Tiara accepts an invitation to be flown out to meet a man named Josiah. Tiara plans on making him her next viral victim but the meek Josiah has much more sinister plans for the certified city girl."
Isleen Pines,"Creation of Electric Lady Studios by Jimi Hendrix, from nightclub ruin to state-of-the-art facility. Includes interviews, unseen footage and track breakdowns by engineer Eddie Kramer."
Panic,"Dave blames himself for the death of his wife Samara. He moves to the abandoned family farm to recover. There, he connects with his cousin Gareth. When they find a bottomless pit that changes everything that enters it, they become obsessed with its secrets."
Veppam Kulir Mazhai,"Set against the backdrop of 20th-century Sicily, the sicilian storyteller chronicles the tumultuous life of Rosa Balistreri, a legendary figure in Sicilian folk music."
Dünya Varmis,"In this absurdist homage to 90's basic cable TV thrillers, two hot INTERPOL agents uncover an international, interspecies mystery. A post-modern, soft-core fever dream."
Ben and Suzanne: A Reunion in 4 Parts,"A contemporary retelling of Shakespeare's timeless tragedy Othello, exploring the intricacies of human emotions and the consequences of unchecked manipulation, all within a modern context."
The Troll Hunter,"A freelance journalist investigates a mysterious AI corporation after a fire claims the life of its star employee. As he races to uncover the truth, he unravels a web of secrets, exposing the AI software's dangerous impact on the world."
I Love You 2,Young academic pursues acclaimed early 20th-century Canadian violinist Kathleen Parlow while escaping her failed musician mother's shadow in this poignant character study.
Andromeda 3,"Is love ultimately destined or something that must be fiercely pursued for happiness? Moon, an ardent Adélie penguin fan, has dedicated her life to studying these penguins in Antarctica, believing that love's essence is as pure as their marriage values. When she meets Adley a seemingly aloof young man in a penguin costume who bears the same scent as Adélie penguins, she finds the courage to pursue him. As their feelings develop, Moon becomes deeply invested in their seemingly fated connection, yet they struggle with their expectations for the future. Can they remain as ""loyal"" to each other as penguins are?"
Breaking Tradition,"Beck, a homeless veteran, discovers his sister's killer is back on the streets after being released from prison earlier than expected, sending him on a downward spiral of vengeance."
Vasco Da Gama,"In the early '90s, Karachi, two teenage brothers Mazhar and fakhar, secretly plan to watch adult movie when their father brings home a rented VCR, so they can ""grow up""."
Agniya,A man suffering from a traumatic brain injury is coerced by his pastor to help cover up a murder in their church.
Fanum: Ombre dal passato,"A strict rule following high school senior joins a group of country club lifeguards. He quickly discovers they focus their energy on goofing off and throwing parties. Over the summer, Mike learns to have fun for the first time."
Love Me If You Dare,"A 39th generation ex-Orthodox rabbi embarks on a remarkable 21-year personal journey, also embracing life as a drag queen."
Buenas Chicas,"Rajko is a professional magician who broke his arm during one of his shows. But his insurance company Tangenta is unwilling to pay him the insurance benefits due to a bureaucratic error. Outraged by the injustice, he is defended only by the kind-hearted insurance agent Marcel who tries to help by getting Rajko in the room with the Tangenta's CEO himself. But the meeting goes sour as Marcel impulsively kidnaps the CEO, much to Rajko's surprise, and together they soon find themselves on the run."
Daravela,"José, an educated farmer, cherishes his idyllic hillside village where he lives with family and beloved Ancy, surrounded by dear friends and community warmth."
Just a Bit Outside: The Story of the 1982 Milwaukee Brewers,A social media influencer faces allegations of rape and human trafficking in Romania. Experts in body language and forensics analyze his responses during questioning.
Den ensomme dræber,A woman who owes the IRS $349K partners with a pleasure-giving sentient kombucha scoby called Mother to clear her debt. Will their unlikely alliance lead to salvation or damnation?
Plastic People,"Depicts real-life events in Atlanta, exploring how perceived safety can be deceptive, as both day and night harbor dangers. The harsh realities of a city where peril lurks in unexpected places, challenging assumptions about security."
Mongrel,"When a group of thrill seekers venture into supposedly haunted woods, they must fight to survive against a maniac with a mallet and a taste for blood."
A Cold Grave,"Kayoko Nakashima is a rookie novelist who won a new writer's award. Due to harsh criticism from well-respected writer Munenori Higashijuujo, Kayoko was unable to have a spectacular debut or have her novel published. She decides to take revenge on Munenori. Kayoko stays at the Hilltop Hotel in Tokyo and learns that Munenori is staying on the floor above her room. With the help of editor Michio Endo, who was her senior during their university days, she interrupts Munenori's writing and succeeds in making him miss his deadline. However, Kayoko's actions leads to further misfortune and hardship for herself. The fate of Kayoko and Munenori progresses in a direction that no one could have predicted."
Art of Diversion,"Follows comedian Tom Dustin in Key West, featuring stand-up performances and his friendship with Joe List, while exploring depression and alcohol through comedy and storytelling."
Purple Pie Place,"Ascension Island lay barren for a million years, until it was 'terraformed' by Victorian naturalists into a tropical paradise. Today scientists return in search of answers, as humans begin the process of geo-engineering the entire planet."
A Garota do Bar,Two friends decide to search the deep underbelly of the dark web and soon find themselves stalked by a group that runs online torture rooms.
Pasárgada,"Basil, a 30-year-old womanizer, has his life turned upside down when he wakes up from a night of drunken sex with his straight best friend, Theo, who is about to be married. Suddenly, every time he tries to hook up with a woman, a man magically appears to have sex with him instead."
Mother Maker Lover Taker,"A wealthy hotelier disrupts Anupama's life. In retaliation, she puts together an imperfectly perfect team to pull off an elaborate heist at his luxurious hotel during a culinary competition."
L'BATAL,Will Marie from a small town in the Czech Republic succeed by fulfilling her lifetime dream to conquer New York as a still photographer?
Monkey King Fight Lion Camel,"Lakshya, an acclaimed painter, faces marital strife as his wife Palak craves luxury, clashing with his simple lifestyle. Alisha, a wealthy art promoter, complicates matters, igniting lies and betrayals."
Legacy: Apartheid's Shadow,"Laura, left-wing, and Pablo, right-wing, go into politics to get that their respective leader win the elections. But, as usually it happens in politics, once the war begins, nothing ends as it was wanted."
More na dvoikh,"Follows Anna, a career-driven internet tabloid reporter as she discovers that many of influencer Juliet's fans aren't real. Juliet then offers Anna another story about a stalker who has been harassing her."
L'amore e altre seghe mentali,"Shivam, martyrs during a mission. Anita falls in love with Shivam's son, Amar, and her father wants Amar to serve the country. As a result, Amar enlists in the army, and while on a mission"
Camp Terror,"Conflict between husband and wife, Danan Dimitri and Olivia Sastranegara who have not been blessed with children after six years of marriage."
Addy Daddy,"Inside a cryptic warehouse, a content creator documents a time travel experiment, unveiling a dangerous journey where desperate seekers risk everything to harness the life-altering power of a mysterious time portal."
Metamorfosi dell'essere,"Vitaly, a vlogger, patriotic activist, and record holder in cold water swimming, makes his living as a bricklayer. While his physicist parents reminisce about the glory of the USSR, he is gradually changing his mind about Putin's Russia."
Sangre Joven,"Exploration of Gavin McInnes' transition from VICE co-founder to leader of far-right Proud Boys group, told through interviews tracing his radicalization after leaving progressive media empire he helped build."
Heart Strings,"This is a moving full feature story of a seven year old girl, Melissa, who has a unique look on life and people. As she grows into adulthood, she faces many challenges and enjoys many successes. Though she is stalked all her life by a mysterious figure, her unique perspective changes the lives of those around her. This is a story you will not soon forget."
KillJoy,"A Lithuanian rows solo across the Atlantic Ocean for 8,500km in a small boat, commemorating pilots who attempted the journey 90 years prior. Despite intense preparation, he faces immense challenges crossing alone."
When Her Walls Talk,"A down-on-his-luck drifter, Omar, stumbles into a dangerous situation when he participates in the accidental death of a powerful businessman's ruthless son. Now forced to work alongside the son's bodyguard, Omar must help conceal the body."
Ilana Glazer: Human Magic,"Four strangers brought together by chance in a police station. They believe that money is the ultimate solution to all their problems. When desperation and determination collide, they make a reckless decision to kidnap an MLA's daughter."
Mogi gsangbi zhabskhra,"When a struggling digital artist has her work stolen by a popular art curator, will she remain a victim, or weaponize her art to exact revenge?"
Sailing Home,"Tom, an aging man whose kids have left home, embarks on reliving his youth with his wife. They engage in wild antics, reminiscing about past adventures while embracing the freedom of their empty nest, surrounded by their animal companions."
Tulnukas 2 ehk Valdise tagasitulek 17 osas,A group of people with dodgy backgrounds wake up in a hotel infested with Dinosaurs and soon discover they must play the games to survive the night.
Nanoshark,"Four wedding professionals kicked off an intricate crime spree after one seeks revenge on an ex. It becomes a way out of their troubled lives for a drug-addicted emcee, a gambling chef, a meek decorator, and a gifted photographer."
Alyad Palyad,"Late in life, Cass is drawn to his long-forsaken childhood home of Bundaberg, where he finds himself on a spiritual search for redemption."
Norman's Rare Guitars Documentary,"Pablo is in crisis. One morning, when he hits rock bottom, his phone rings mysteriously. It's Ana, the girl who broke his heart more than fifteen years ago. Over the course of a day, Pablo will be able to settle some pending accounts."
How Kids Roll,"This romantic comedy portrays the sentimental and sexual experiences of four very different friends (three women and one man). The central character, Diana, is a sexologist who deals with sexual and relationship problems. All characters go through your consultation. Humor is combined with the problems, fetishes and paraphilias that each of the characters have and that are more common than they seem, without forgetting the search for love and how to face motherhood at forty. Sex, love, temptations and secrets will be the pillars of this entanglement. A tangle of family, friends and lovers that will give much to talk about."
