Movie_Title,Storyline
"Carville: Winning Is Everything, Stupid","Set against the backdrop of the 2024 election, CARVILLE follows Democratic consultant James Carville as he navigates the current political landscape and delves into his famous, bi-partisan marriage to Republican strategist, Mary Matalin."
Mogwai: If the Stars Had a Sound,"Over 25 years and 10 studio albums, this Scottish band has defined its own musical genre by mixing powerful sonic force with subtlety and grace."
Carol,"Self-centered Solomon Lynch takes a journey through his past, present, and future. But it takes more than Christmas spirit to set things right in this story of hope, faith, and redemption."
Hard Coin,"A washed-up writer faces his last chance at redemption. With his career and life hanging by a thread, he must confront his past mistakes and risk everything in a final gamble for success."
La Petite et le Vieux,"A gruff old neighbor and a little girl from Limoilou, blessed with a fertile imagination, embark on a heartwarming journey to bring joy back into her father's life."
Mulm,"When Jacob's wife, Maja, is admitted to a psych ward with severe depression it sets them on a slow descent into a suburban nightmarish hell where Jacob must put his own beliefs and sanity on the line if he wants to save his family."
Insane Like Me?,"Combat veteran returns home after duty, wrongly convicted for girlfriend's disappearance. After 9 years in asylum, he's released, seeking truth and vengeance regarding her fate."
Pension Dalal,"Sayyid Al-Jada decides to deceive his five children and sell the pennyons he shares his property with forged papers, claiming to travel to meet investors But the lines are intertwined and complicated by an unexpected surprise for everyone."
Tanz der Toten,"A village somewhere in Bomhemia in the 19th century: Seven citizens were found mutilated within a very short space of time. The dignitaries are at a loss. Does it have something to do with the mysterious stranger who recently came to the village? Is he a messenger of the devil? In any case, he doesn't seem to have come alone. Eerie apparitions frighten the residents, and a werewolf is supposedly up to mischief in the woods. Is it all just a fantasy? Not at all. For the stranger gathers his ambassadors around him to raise the dead. It's time for his revenge."
Oppa,"Depicts a teacher ensnared in an online romance scam, revealing Malaysia's cybercrime Challenges. Royal Police's pursuit adds suspense."
Hidden Flora,"Roxii, a queer hopeless romantic, just wants to be loved and treated the way boys do girls. A string of boys and men inform Roxii's view of sex and identity in late aughts Las Cruces, New Mexico."
Amigos Sem Compromisso,"Follows a headhunter from Sao Paulo who recruits an art director from Salvador, for a job interview. In a short time, their friendship turns into a casual friends-with-benefits relationship until they both fall in love."
Replika,"The author of the technology able to copy human mind secretly creates a digital copy of his brother's wife, and convinces the replica he is her husband."
Love in Disguise,"When a spirited young woman fakes a romance with her grumpy boss to stop family pressure, the ruse spirals into chaos-until love unexpectedly blooms. A heartwarming rom-com set entirely in Dubai."
Hellhounds,A pack of werewolves known as the Hell Hounds wage a shadow war against a fanatical order of werewolf hunters called the Silver Bullets. The Hounds and the Bullets now roam the country appearing to the outside world as rival biker gangs.
Mahajatra,
Jameelante Poovan Kozhi,"Shanawas, a flirtatious taxi driver in Fort Kochi, faces a life-changing moment when his mother, Jamila, arrives unexpectedly."
Jamalinte Punjiri,"In a world where injustice reigns and society turns a blind eye, one man rises against the tide of apathy."
Zabt,
07.03,"Cursed with infertility, a couple must break the curse however they can in order to save their marriage."
Gorre Puranam,"A sheep named Ram dreams of reaching a perfect spot, it has long admired from a hilltop. But faces turmoil upon arrival. Imprisoned, it meets Suhas, an inmate. Their intertwined fates navigate conspiracies and fight for freedom."
Nice Ladies,A team of ageing Ukrainian cheerleaders hold on to their friendship as each navigates the trauma of war in her own way.
Beethoven's Nine: Ode to Humanity,"Beethoven's renowned Ninth Symphony, celebrates freedom and humanity, resonates across time through performances commemorating pivotal events, revealing the work's profound cultural impact and timeless expression of resilience."
"Bin U Bin, ailleurs la frontière","In the rocky desert Algerian border country, Fethi and his fellow villagers eke out a living smuggling goods - mostly petrol - into Tunisia, working at night and paying off the local crime lords. Saad, a film-maker trying to raise money to finish his movie, has worked for a year with Fethi. He lives in his family's shed, included as part of a loving household as well as their risky business. At the same time he is obviously an outsider: smartly dressed and prepared to talk back to anyone, including the imam. Tough, gritty but also moodily atmospheric, its tension sustained by a tumultuous soundscape, this remarkable film delves deeply into the complexities of family, friendship and daily survival."
Vishesham,Set in the background of the densely crowded city of Cochin. A city filled with the advertisements of fertility clinics. Flavoured with humour Vishesham conveys the story of today's world of fertility treatments.
Manje Bistre 3,Revolves around the Punjabi wedding culture.
Dirty Thirty,"Naomi Turner is celebrating her 30th birthday, but a night of alcohol and drugs leads to a hangover with no memory--and Naomi missing. As her husband Justin searches for her, he finds nothing but secrets and lies."
Morningstar,A young woman must navigate the dangers of the Wild West to get to the man she is set to marry.
Newborn,"A couple faces a heart-wrenching decision when their newborn has both male and female features: he pushes for surgery to assign a sex, while she, moved by intersex stories, questions this protocol and her own ideas about gender."
Faithless,"He rebuilt her from memories, but can a machine mend a broken heart? A twisted tale of love, loss, and the echoes of what we've lost."
A Smile Doesn't Lie,"Unemployed man Wisi travels to Bordeaux. He meets kindhearted Marina, pretending to be undocumented to stay with her. One night, he encounters Jérôme, recently homeless after his mother's death."
The Summer of Mermaid,
The Hearing,"Embroiled in a legal battle against a powerful figure, a deaf boy, with the support of his parents, cross paths with a court sign language interpreter who can speak but is voiceless in her own home."
Un homme en fuite,"Rochebrune is on the verge of chaos: Johnny, a native of the country, leader of a protest movement, has disappeared after hijacking a money van. When Paul, his childhood friend, learns about it, he decides to retrace the steps of shared memories of yesteryear to try to find his friend before the police. Rochebrune est au bord du chaos : Johnny, enfant du pays, meneur d'un mouvement de protestation, a disparu après avoir braqué un fourgon. Lorsque Paul, son ami d'enfance, l'apprend, il décide de revenir sur les traces des souvenirs partagés d'autrefois pour tenter de retrouver son compère avant la police."
King Saud,King Saud is a Hollywood murder mystery about high end prostitution and the roots of Middle East terrorism. Two LA detectives investigate the murder of a Saudi prince under suspicious circumstances.
The Loop,"""Nothing changes."" These are the last words of Jin-Soo, a young man suffering from brutal bullying at school, before he takes the fatal step that sets off a rather unpredictable sequence of events in this startlingly honest author's film."
Sridevi Prasanna,"Despite family pressure, Sridevi and Prasanna challenge conventional ideas about love and romance, finding a unique connection."
Moments We Shared,"Liu Shi San, a city graduate, faces challenges in love and career. Returning to his hometown with his grandmother, he decides to renovate her canteen to pursue city dreams, encountering obstacles that reshape his priorities."
CBeebies Panto: Beauty and the Beast,"CBeebies panto is back. Oh yes it is. Beauty and the Beast invites you into the magical land full of beasts, fairies, sneaky creatures and a timeless love story."
Seymour the Unfortunate Vampire,"Seymour and his friends, Corrina and Wally, are desperate to avoid the vampire hunters, while securing a constant source of blood that does not involve Seymour attacking humans. However, as Seymour gets hungrier he must learn to control his urges. Strange circumstances abound as he also endeavors to keep the particulars of his new existence from his family. Seymour has to work his way out of many uncomfortable situations in his new altered life. Seymour finds some comfort after his abduction by the Agency of the Supernatural Rehabilitation Services. A world wise werewolf, named Chester, is sent to guide him through this transition. Chester is charmingly unrefined and is keen to keep an eye on the unfortunate Seymour as he knows how humans can be to those who are different. A new threat arises when Seymour's condition is inadvertently revealed to a fairy (displaying no characteristics normally associated with being a fairy). Lark Cedarcreek, is tall and usually bears no visible wings. Far from being a gentle, nymph like creature, he bears a greater resemblance to Boris Karlof. It is revealed that while the blood of a fairy can allow a vampire to walk in the light of day, fairies are dangerous to vampires because vampire blood is like a drug to a fairy. Seymour is lovable, and naive. His friends are loyal. It is an adventure through the surprises experienced by a newly turned, fairly innocent vampire to find acceptance of himself, friends, family and survival with his new life."
"Akiko, der fliegende Affe",
Butterflies,"Siiri, a 29-year-old woman and her optimistic father Petri embark on a journey of self-discovery, confronting their personal truths amidst the chaos, as they navigate the complexities of their relationship and find their own paths in life."
My Way,A compelling voyage to the heart of an iconic song that explores the timeless classic's universal appeal and long-lasting legacy.
Shockwaves 2,"Two sisters must locate their parents before a group of vicious robbers kill them, all the while terrifying earthquakes threaten to sink the city."
Harimau Malaya: The Untold Journey,"Inspired by true events, Harimau Malaya: The Untold Journey will center around the national football team and the journey to qualifying for the Asian Football Confederation (AFC) Cup Final after 42 years."
Laandhar,"An armed masked killer's reign of terror puts a police officer's wife in danger. Amidst the hunt for the perpetrator, she goes missing, leaving him racing against time to find her."
Kantil,"The discovery of a mysterious alien shell in a trench transforms the lives of two star crossed lovers, Paleng and Eliong, and their threatened coastal village in Davao City, unearthing secrets deeper than the surrounding perilous waters."
The John Perkins Tapes,"This is the recovered footage of serial killer Johns Perkins, who filmed his victims, creating what he believed to be artistic videos."
Horizon One,"Darren's reckless nights and an accident injure his girlfriend Misha, prompting her to leave. Alone and guilty, he faces an alien invasion while searching for her, battling both nature and his demons along the way."
Sugar Island,The story of a pregnant 14-year-old girl living in a Dominican sugar plantation.
C202,"A family acquires a villa at a discounted rate, unaware of its dark history. Strange occurrences unveil a sinister connection to their past. Bravely facing the malevolent forces, they fight to break the curse."
La passion selon Béatrice,"In September 2022, Beatrice Dalle travels to Italy. At the root of this journey is the wish to follow in the footsteps of Pier Paolo Pasolini, the love of her life."
Hain,
New Year's Absolution,"A group of long-time friends gather for their annual New Year's Eve party, where they exchange anonymous resolutions that have brought excitement and change to their lives in the past. However, this year, a dark resolution - ""Kill Someone"" - creates chaos when it falls into the hands of a stressed police officer named Jacob who believes it's a threat against him. A series of tragic events unfold, leading to accidental deaths, cover-ups, and escalating tensions among the friends. As the secrets unravel and more deaths occur, the group descends into a chaotic and bloody night, leaving only two survivors. In a desperate bid to save himself, one friend, Roy, is forced to make a chilling decision to secure his own future. The film explores themes of trust, loyalty, and the extreme lengths people may go to when faced with unexpected and deadly circumstances on what was meant to be a night of celebration."
Badtameej Gill,
De Legende van Familie Vos,"At Efteling theme park, employee Teun babysits the director's daughter Jamie. After a security guard encounters a ghost wielding a flaming sword, the pair investigate the supernatural presence haunting the park's grounds."
Kaybolusun Rüzgarlari,"It is a story of a homeless man who has lost his mind. There are three spaces of reality; his maybe distorted past, his real but painful present and the limbo he is stuck that makes him constantly suffer."
Longevity Hackers,"Explores the latest longevity research and whether dramatically extended human lifespan is achievable. Features top scientists, startup leaders, celebrities, and critics offering balanced perspectives on this fascinating field."
August,"The documentary marks the directorial debut of Chinese actor Zhang Zhehan, it documents his deeply personal journey of self-healing in the aftermath of a devastating cyber media storm in August 2021 that abruptly halted his acting career."
My Private Line to God,"Joy believes her birthday gift from Auntie Kay holds a divine power: a direct line to God, activated when two or more gather in His name."
Killer Witches from Outer Space,"On Halloween, three kids in a quiet town must stop alien witches hunting for human flesh. Trick or treat, smell my feet, witches came for people meat."
Gingersnap Christmas,"Heartbroken by her fiancé's death, Alesha reluctantly visits her Caribbean grandma. There, while organizing a charity event, she meets Garrett. Against all odds, a budding romance and the festive spirit reignite Alesha's holiday cheer."
Blue Christmas,"Chicago 1941. Meet private eye Richard Stone, celebrating at his Christmas Even office party after beating the draft by way of a bribe. He's a disappointment to his secretary and main squeeze, Katie Crocket, whose brother Ben is fighting overseas; and his honest young employee joey Ernest is guilt-ridden over all the divorce-racket keyhole peeping. Worst of all, his equally sleazy partner, Jake Marley, was murdered a year ago tonight and Stone didn't bother solving Jake's ho-ho homicide."
When Her Walls Talk,A nationally renowned therapist explores the passions and erotic boundaries of her clients while coping with personal demons of her own.
Lost in the Shuffle,"Featuring two-time world champion magician Shawn Farquhar, this documentary explores the unique relationship between the art of magic and playing cards."
Gangs of Sukumara Kurup,"Five struggling coffee shop owners in Trivandrum cross paths with unsavory characters, leading to a thrilling journey of navigating trouble and finding redemption."
The Emptiness Within,"Retired alcoholic Elliot embarks on a quest to find his drug-addicted son missing for two decades. Confronting demons, he journeys through French America, forming an unlikely friendship with Acadian Bourk."
Vampire's House of Cain,A detective investigating a series murders is caught in a war between two clans of Vampires and allured by the mysterious man in the center of it all.
Expeditie Cupido,"An actress in a dead-end acting career gets a chance to participate in a reality survival dating show, after being eliminated, a hurricane puts all of the people on the island in danger and they try to survive for real."
De Bellinga's: Pretpark op stelten,"The Bellinga family has a holiday home at a theme park and can try out all the attractions. Only, the kids have to rehearse for a park show. When two well-known criminals suddenly appear, the chaos is complete. They end up in a crazy chase"
Stop-Motion,"After a tragic accident, a woman cares for her injured mother while coping through stop-motion filmmaking, mending strained family ties, and seeking growth amidst grief."
Bullet,"Gautam, a thief, joins the police commissioner's Operation to dismantle a drug mafia gang. He falls for Varsha, a model against his activities, leading him to reform and eventually take down the mafia, winning her heart in the process."
Why Dinosaurs?,A documentary about dinosaurs and the people who love them.
Jamie Wyeth and the Unflinching Eye,Exploring the life and work of the acclaimed American artist Jamie Wyeth.
Roopanthara,"Every worm at least once in its lifetime gets an opportunity to transform itself into a butterfly. But the road to transformation is painful. Will the worm decide to continue existing as a worm, or will it choose to break its cocoon?"
The Liberation Men,Canadian soldiers in WW2 Holland fight against the clock to save a town from their own allied artillery.
Blue Baby,Blue Baby is a film that follows eight incarcerated youth through a prison alternative known as Boys Town. Their story challenges what people have believed about problem behavior for thousands of years.
Woodbridge,"Four teenagers sneak out of their houses one night and walk across town to confront the school bully, who happens to be looking for them as well."
December 31st Express,"December 31st Express was supposed to be an ordinary, quiet rail run, at least that's what conductor Mykola Ivanovych thought, but fate had other plans for this."
Renee Gracie: Fireproof,Australia's first female V8-Star Renee Gracie attempts to re-enter racing after being pushed out of the sport and becoming Australia's top earner on OnlyFans.
Heart of a Servant: The Father Flanagan Story,"Father Flanagan's mission work, struggles, challenges and passion in reforming juvenile justice systems and youth care for troubled/disadvantaged youth are depicted, showing his impact on America's approach to these issues."
The Real Red Tails,"Documenting the recovery of a Tuskegee Airman's downed WWII plane in Lake Huron and uncovering its 80-year-old mystery through underwater archaeology, firsthand accounts, and footage of the wreck."
Kunddala Puranam,"Venu's well draws crowds in a parched area. His daughter Kingini loses her earrings in it, igniting conflicts that test relationships. A simple incident exposes underlying tensions."
A/way,"After suffering a profound loss, a travel journalist is sent on assignment to Martinique, sparking a candid reflection of her unsettled life."
Screams from the Tower,"Screams From the Tower is a gay, coming-of-age comedy that follows Julien, his best friend Cary, and their outcast friends through high school in the early 90s. Julien and Cary's dream of having their own show on the high school radio station is finally realized, bringing them a popularity and infamy they never imagined."
Moneyslapper,"In dreary Porac Pampanga, a young man, Daniel (John Lloyd Cruz), abandons his motherland after winning the biggest cash prize in the history of Philippine lottery. Five years later, he is searching for home and redemption through the people that make up his past. With each visit, his story unfolds like the last digit of a winning combination."
La Tercera Edad,"Two old friends enroll in an adult university, looking for adventure, love and fun. What could go wrong?"
Cromañón. El documental,
30 anni di meno,
Aimitagai,"Azusa and Kanami have been best friends since high school. After Kanami dies in an unexpected accident, Azusa despairs yet finds comfort in sending text messages to Kanami's cellphone. Kanami's parents wonder about Azusa's identity, and upon visiting the orphanage that their dead daughter cared about, are moved by her good deeds."
Bloodline,"After Alice's disappearance in India, her sister Bella joins forces with martial artist Lee to confront Adharva and uncover the truth behind her disappearance, delving into ancient spells and mysteries that intertwine past and present."
A Cold Grave,"A chilling silence follows a girl's disappearance in a haunted forest. Prompting her brother to brave the dark woods, he unveils the secrets that lurk beneath, and a chilling mystery awaits."
Turma da Mônica Jovem: Reflexos do Medo,"When Monica, J-Five, Maggy, Smudge, and Milena discover that the Limoeiro Museum will be auctioned, they decide to come together to save it. While investigating what is happening, they come across secrets of the Limoeiro neighborhood."
Houston We Have a Problem,"A Houston getaway spirals into chaos when a woman's impulsive choices unravel her carefully built life, forcing her to face the cost of her decisions."
Pay Dirt: The Story of Supercross,"The essence of Supercross, showcasing top riders and their quest for championships. It blends stunning visuals, rare footage, and interviews to reveal the passion and commitment behind this demanding sport."
Les courageux,"In a society that doesn't give a damn about people like her, a rebellious mother of three risks everything to get a piece of paradise."
Milliarden Mike,Humorous psychological profile of con artist Peter 'Mike' Wappler's first year out of prison and prep for his next scam.
Last Defenders of Monogamy,"Shafkat is a happily married man with wife and two children, who claims himself is a firm believer of monogamous philosophy. His philosophy and instincts faces tough conflict when a young copywriter, Lamia, joins his office."
Yao Shen Ling,"Thousands of years ago, the immortals and demons fought each other, and the demon king ""Bai Ze"" was defeated. His body was destroyed but his soul was not destroyed. Thousands of years later, the demon king's soul sealed in the fragments of the Qingluan Mirror is about to awaken. For the sake of the people of the world, Mu Qing, a disciple of the immortal world, went to the demon world to find the fragments of the Qingluan Mirror."
Evil Among Us: The Grim Sleeper,"The Grim Sleeper, one of the nation's most infamous serial killers, remained undetected for decades-until a shocking breakthrough changed everything."
Songs from the Hole,"At 15, he took a life. Three days later, his brother's life was taken. An incarcerated musician struggles for healing and peace as he comes of age in this documentary visual album composed behind bars."
The Wolfman,
Ilana Glazer: Human Magic,"Explores Ilana Glazer's high school experiences, tackling life's realities, and her journey as an unconventional mother who uses marijuana."
Gam Gam Ganesha,"During a Ganesh Chaturthi celebration, small-time thief Ganesh attempts a major heist that goes awry, leading to a comical clash with Rudra and his boss Kishore Reddy, who are also searching for a valuable item amidst the festive chaos."
Champions of the Golden Valley,"Afghan youth craft wooden skis to compete in a mountain race uniting rival villages before their country's collapse, showing resilience and community spirit in an unexpected story of hope and triumph."
Kokuhaku Confession,"A suspense thriller about two men, one of whom tells his darkest secret to the other, and the ensuing fight for survival between the two in a snowbound hut."
Eid,"Eid, a young man from Rahat, was sexually assaulted as a child and dreams of creating theater. When his parents arrange his marriage against his will, he fights for his freedom and dreams within Bedouin society."
Side Effects May Vary,"A science skeptic takes an experimental vaccine during a pandemic to treat his illness. The cure works instantly, but he'll learn it's deadlier than the virus itself."
It's All Gonna Break,Early 2000s Canadian indie band Broken Social Scene discuss their formation and unique musical philosophy.
"I, the Song","To save her job, a school teacher travels to the south of Bhutan in search of her doppelganger."
Trophy Wife,"A young woman suffering from amnesia is urged by her husband to stay at home. But as she pieces together her memory, she discovers, he isn't who he says he is, and neither she."
Grace Wins,Overcoming addiction against all odds movie. Counselor intervened on behalf of burglar of his home.
Daniel Howell: We're All Doomed!,"A professionally filmed performance of Daniel Howell's one-man comedy show at Alexandra Palace Theatre in London, England."
Tilottoma,"Shyamapad Malakar is owner of an orphanage named Tilottama. There is another claimant of that land. So, the case is going on in the court. After 15 yrs, the case has not been resolved. The opposing party does not set foot in court for 3yr."
Diary of A Necro Piggy,Police recover a video from Filthina Pig's home of truly shocking material this is that footage. Viewer beware.
Wounded Healer,
Beneath the Fold,"Set at the tail end of the 2007-2009 financial crisis, a team of local news people cope with the realities of a changing world, waning resources, and a clash of personalities. A gritty story about the dying days of print media."
Dance,"After early release from prison, an ex-con finds work at a dance studio where he finds a second chance at redemption."
Main Ladega,"A young boy escapes his troubled home, finding solace in boxing at an army hostel, where he channels his pain into strength to protect his family."
Stand or Fall: The Remarkable Rise of Brighton and Hove Albion,"This documentary is a story 25 years in the making and told by Albion fans, which charts the club's remarkable rise from the brink of extinction to the first season in Europe."
The Last Screenwriter,"Screenwriter Jack faces AI competitor matching, even surpassing, his skills. Opportunity to collaborate writing film with AI system leaves him grappling with pride and fear of obsolescence."
Achilles Curse and the Curse of Treasure,A detective who can see people's fatal weak spots investigates a murder at a museum gala. The case begins when thieves steal a treasure in a world where humans are near-immortal but have one vulnerable point.
Our Folks: The Beginning,"Before resettlement, the Kargul and Pawlak struggle to survive in Borderlands until forced relocation to Recovered Territories."
Lucy Grizzli Sophie,A woman leaves the city to try to find refuge at a rural B&B.
Alien Love,"Astronaut Ryan Van Hill-Song returns from space, a hero. His wife, Sadie, suspects his time in space went wrong and discovers they're pregnant. NASA sends men to track them down."
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,Crazy Asians collide with a bunch of Insane Rednecks who move into an Hollywood Hillside to set up
Maid of Honour,
Swakaryam Sambhavabahulam,Revolve around a village which weaves the lives of different characters together through an event.
Garez,Can science explain possession ?
Hükümet Bey,"It tells the story of Government Bey, whom she met in Urfa, where director Mehmet went to shoot the horror movie she had dreamed of"
Hitman's Wife,"Once she develops mental illness, her husband the Hitman has to make a choice: get rid of the woman he loves or leave the profession that cannot be left without repercussions in order to cure her."
Our Happy Place,"Raya repeatedly wakes in the forest with amnesia. Each morning, she's in progressively deeper graves. In her cabin, she's tormented by visions of suffering women, their screams haunting her as reality blends with nightmares."
8x8,A young couple Sarp and Eda rent an Airbnb house in a distant shore of Istanbul before a long break. They find Can lying on the ground in blood and help him to recover which will change their vacation for good.
Jonestown: The Final Reckoning,"A survivor of the Jonestown massacre travels back to the jungles of Guyana with her daughter 30 years later to confront her demons, only to relive the horror in ways she never could have imagined."
Jacqueline Novak: Get on Your Knees,"Comedian Jacqueline Novak delivers a funny and philosophical meditation on sex, coming-of-age and a certain body part in this intimate stand-up special."
...and Juliet,"The film's author runs audition for a film after Shakespeare's Romeo and Juliet. Three female actors come to try for ""Juliet"". What if Romeo and Juliet luckily survived? Would they have been happy together? This question is answered by yet another audition. The audition is over. A feature film ""Romeo and Juliet"" transforms into ""...and Juliet"" docufiction."
Good Luck,"Angoori, a 75-year-old woman, finds herself in a situation that leaves her family uncertain if she's pregnant, throwing them into a whirlwind of comedic chaos."
Food for Profit,"The film exposes the links between Agrifood and politics. With a pool of international experts it analyses the many problems related to factory farming: water pollution, migrants exploitation, biodiversity loss and antibiotic resistance."
Money No Enough 3,"Three friends faces family and financial problems. Their attempt to support each others plan falls apart when one friend cheated money from another two, Resulted in Financial loss. They must find solution and reconicle with eachother."
Perennial Light,"In coastal Ireland, a young boy makes the journey from childhood to adulthood, where the haunting memory of his best friend's sudden death triggers a turbulent inner struggle. As he grapples with dark and existential thoughts, the young fisherman embarks on a quest for healing and redemption."
Apple Thieves,A melancholic day set in the autumn of 2021 becomes a hazy adventure when broken hearts of two millennials meet. The heroes embark on a rampant and unforgettable night out - together.
An Irish Angel,"Áine is a student from Portrush, when she discovers she is pregnant, she faces a profound decision that tests her faith, courage, and resilience. The story explores themes of hope, redemption, and the value of life."
La fonte des glaces,"Louise Denoncourt, a parole officer unlike any other, deftly operates an experimental rehabilitation wing for murderers. A new inmate in her care is suspected of killing her mother. Riddled with doubt, Louise embarks on a mission that quickly goes beyond her. How far will she go to prevent him from killing again?"
Hundswut,"It is a 1932 Bavarian tale of fear and accusation. When four teenagers are murdered, a hermit is arrested and violence escalates. Can the women of the village stop the madness?"
Water and Garri,"An ambitious fashion designer returns to her African home after ten years away in the U.S., following a family bereavement. As she reconnects with family, friends, and her past love, she must learn to confront the guilt she left behind."
RTI,Handicapped lawyer and her father unravel a conspiracy while fighting a case related to a suicide that exposed the RTI Act. Their mission sees them tackle challenges.
Veda Partisi,
Hacia un Lugar Que No Es Aquí,"Sabel faces her birthday as a reminder of her gray life. After losing everything, she embarks on a journey of self-discovery, where she will meet people who will force her to confront her avoidance and question her will to live."
You're Not There,"Over a decade after surviving an unspeakable trauma, Maggie Donovan struggles to reconcile newly-sparked romantic feelings with sinister memories."
#BFFs,"Four girlfriends' weekend getaway takes a dark turn when secrets come to light. Friendships are tested, lives are upended, and the women question the authenticity of their bonds as deadly events unfold."
Mielensäpahoittajan rakkaustarina,Cupid's arrows can pierce even the oldest flannel shirt.
All In,"Poker stars Cheng Jialang and Wei Yifu face off in the championship, but when Cheng's lie-detecting ability transfers to small-time crook Huang Xiaoqi, the unlikely duo teams up for a wild adventure to outsmart Wei and claim victory."
Kamthaan,"A petty criminal executing a routine burglary inadvertently targets the home of a newly promoted police official, setting off a spiral of chaos."
Ferrari: Fury & the Monster,
Dino Crisis,Dinosaurs have taken control of the world and a group of people try to prevent the Jurassic annihilation.
Raju Yadav,"A young man whose life goes for a toss after he suffers an accident. Raju develops a rare facial disorder, compelling him to smile incessantly. This affliction plunges his life into misery, particularly when he falls for Sweety"
We Love Bad Boys,"Three friends embark on a quest to find girlfriends but planning the perfect date takes an unexpected turn, revealing that love's path is filled with surprises."
My Eyes Only,"After getting caught in an intimate act that leads to his expulsion from private academy, Cody navigates social life at a new school all while keeping his biggest secret at bay."
Clay,
The Lemonade Files: An Untold Story of the Missing Shoes,"While investigating the disappearance of a pair of pearl shoes, two mischievous teens uncover an extravagant case that only they can solve."
Poised,"Out of the ashes of loss, can one man use mixed martial arts to save young people from the toughest parts of our society?"
Matsyagandha,"A portrayal of fishermen in Uttara Kannada, their language, lives and self-esteem. It examines the eroding relationship between police and the public, and the issues that arise when trust in authority declines."
Pure Love,"Athar meets Ara who makes him a better person, but they are still too young and have to pursue their dreams."
Love Unlike in K-Dramas,"Dhea receives a special gift from her boyfriend, Bimo, in the form of a trip to Seoul, South Korea, with her friends. There, she accidentally meets her long-lost first love. Who will Dhea choose? Will this be a real love triangle drama?"
Youn'G,"Youn'G is a coming-of-age dramedy about a teenage boy who, with the help of his close friends, fights for his true love while at the same time discovering his cool neighborhood mentor is his father. Youn'G finds his way through the craziness of life, friendships, and family...all in three days."
Nirahua Hindustani 4,
Christmas Cards,Single mom Kate is contemplating leaving the floundering small-town family business behind for the big-city life when she finds romance in an unlikely source in her hometown.
Lust for My Sister's Killer,"After her twin sister Olivia is mysteriously murdered, Kate Donovan takes a job at Dane Security as the alluring Adam Dane's assistant. As Kate uncovers dark secrets, she's drawn to Adam, the man who may hold the key to Olivia's death."
What Happened in My Black Boyfriend's Room,"Surprised by her friend's black boyfriend's stuff, what's her choice? Let's swap partners. A young couple's conflicting desires."
"Mr. Johnston, Don't Torment Her","Anna Ross and Shane Johnston have been lovers for five years. Unknown to him, Anna sold herself out as an escort amid complications from her past. At the same time, Anna accidentally discovers that she only has three months left to live due to a heart condition. To free herself from the entanglement of love, Anna makes up her mind to leave Shane. Little did she know that a tragic love story has just begun."
Sangre Joven,"The world has changed, the human and vampire races live together on a daily basis. The blood that vampires drink is artificial. They no longer go out hunting and their blood becomes precious because it preserves human life for much longer."
Love Over Money,"Love Over Money tells the incredible true story of John Robbins, heir apparent to the Baskin-Robbins ice cream empire, who turns down a billion-dollar inheritance from his father to follow his own truth."
Gangster's Daughter 3,"A woman's heart hardens after her home is burglarized, leading to an incredible transformation as she grapples with the traumatic experience."
One Last Time,"Mukti, a 24-year-old woman, ends a relationship. Her obsessive ex Janardan waits outside her building with acid, intent on defacing her for rejecting him. As he waits in a taxi, fate intervenes. Will he succeed or will a miracle occur?"
Chandranum Policeum,"Three police officers accompany a suspected criminal on a day-long journey through challenging terrain, during which they witness a startling incident."
Portrait of a Certain Orient,"In 1949, Catholic siblings Emilie and Emir flee from war in Lebanon to Brazil. During the journey, Emilie falls in love with Omar, a Muslim merchant. Emir, consumed by jealousy, tries to use their religious differences to split them apart."
Bruce Springsteen's Nebraska: A Celebration in Words and Music,"Warren Zanes offers the words from his book, 'Deliver me from nowhere', and this fine cast of stellar musicians perform songs from Nebraska in an intimate setting."
For Boys,"Tackling erotic taboos and spirituality, 'For Boys' tells the story of a dying photographer forced to confront his vanity, as a deceived young man unexpectedly shows affection towards him, challenging societal norms of age and desire."
Jenseits der blauen Grenze,"GDR, August 1989: Hanna and Andreas became a target of the secret police and had to give up their plans for their future studies and desired professions. Instead, they face arbitrariness, mistrust and reprisals. Their only chance for a self-determined life lies in fleeing across the Baltic Sea. Fifty kilometers of water separate them from freedom - and only a thin connecting rope around their wrists saves them from absolute loneliness."
Kamen Rider Gotchard: The Future Daybreak,"Suddenly, a large army of enemies attacks from the future world through a space-time gate. Houtarou/Kamen Rider Gotchard and his friends somehow manage to fight back. In the future, they find Houtarou from 20 years later, Kamen Rider Gotchard Daybreak, who once saved them from a difficult situation. ""This time I have to save them!"" Houtarou and his friends sense the danger in the future and use the ""Gigantliner"" to travel through space-time and set out on a great adventure to the future where Daybreak is!."
Jason in Indianapolis: A Friday the 13th Tribute,Jason has arrived in Indianapolis by mysterious means and for unclear reasons. His notoriety will only grow as he raises Hell in the Circle City.
Barbarian,"Her name is Barbarian, your favorite doll from childhood. She lives in Los Angeles now-Skid Row, to be exact."
U235,A war thriller inspired by real events that took place towards the end of World War II.
Earlybird,"A desperate artistic director aims to revive his struggling theater with off-the-wall stage productions, all the while losing sight of why he chose this life in the first place."
Luv You Shankar,Revolves around the bond between an eight-year-old boy and Lord Shiva.
Crypto Shadows,"A tormented game developer's recovery in the countryside is interrupted when she uncovers a mysterious message embedded in a cryptocurrency algorithm, launching a quest for answers which soon turns into a fight for her life."
